ID,Date,Game,Earnings,Players,Tournaments
5093,2019-03-01,iRacing.com,2400.0,83,3
5094,2019-03-01,Soul Calibur VI,1920.0,7,2
5095,2019-03-01,Lichess,1600.0,7,2
5096,2019-03-01,Chess.com,1400.0,9,1
5097,2019-03-01,BlazBlue: Cross Tag Battle,1060.0,6,2
5098,2019-03-01,Team Fortress 2,1002.0,27,1
5099,2019-03-01,Counter-Strike: Source,1000.0,3,1
5100,2019-03-01,Forza Motorsport 7,1000.0,2,2
5101,2019-03-01,Dead or Alive 6,870.0,3,1
5102,2019-03-01,Under Night In-Birth EXE: Late[st],860.0,3,1
5103,2019-03-01,Age of Empires III,825.0,14,6
5104,2019-03-01,Guilty Gear Xrd REV 2,680.0,6,2
5105,2019-03-01,Assetto Corsa,666.0,3,1
5106,2019-03-01,Ultra Street Fighter IV,610.0,3,1
5107,2019-03-01,Super Street Fighter II Turbo,600.0,6,2
5108,2019-03-01,Lethal League Blaze,558.46,8,2
5109,2019-03-01,Project M,520.95,17,4
5110,2019-03-01,Pokkén Tournament DX,490.0,6,2
5111,2019-03-01,CrossFire,452.75,23,3
5112,2019-03-01,Auto Chess,400.0,3,1
5113,2019-03-01,ARMS,397.04,9,3
5114,2019-03-01,Company of Heroes 2,305.0,2,3
5115,2019-03-01,King of Fighters XIV,240.0,3,1
5116,2019-03-01,Marvel vs. Capcom: Infinite,240.0,3,1
5117,2019-03-01,Injustice 2,170.0,3,1
5118,2019-03-01,Windjammers,150.0,3,1
5119,2019-03-01,Street Fighter Alpha 2,130.0,3,1
5120,2019-03-01,Hand of the Gods,34.2,1,1
5121,2019-04-01,Fortnite,3606031.61,668,41
5122,2019-04-01,League of Legends,2230041.87,845,35
5123,2019-04-01,Counter-Strike: Global Offensive,1728838.02,1234,84
5124,2019-04-01,Hearthstone,1007307.32,24,2
5125,2019-04-01,Dota 2,875430.28,212,19
5126,2019-04-01,PLAYERUNKNOWNS BATTLEGROUNDS,711066.0,148,8
5127,2019-04-01,Apex Legends,705420.75,245,12
5128,2019-04-01,Magic: The Gathering Arena,512000.0,27,4
5129,2019-04-01,Arena of Valor,509340.0,60,4
5130,2019-04-01,StarCraft II,355128.81,164,40
5131,2019-04-01,FIFA 19,346500.0,94,3
5132,2019-04-01,Rainbow Six Siege,343884.67,192,10
5133,2019-04-01,Gears of War 4,300000.0,15,1
5134,2019-04-01,Free Fire,102400.0,53,1
5135,2019-04-01,Madden NFL 19,85000.0,3,1
5136,2019-04-01,Super Smash Bros. Ultimate,62696.61,277,79
5137,2019-04-01,Chess.com,41050.0,69,6
5138,2019-04-01,Call of Duty: Blackout,40000.0,31,1
5139,2019-04-01,Call of Duty: Black Ops 4,37390.0,40,1
5140,2019-04-01,Brawlhalla,27762.0,95,18
5141,2019-04-01,Heroes of the Storm,24295.24,10,2
5142,2019-04-01,Sekiro: Shadows Die Twice,19596.0,20,1
5143,2019-04-01,Street Fighter V: Arcade Edition,18999.72,18,3
5144,2019-04-01,Age of Empires II,17306.04,31,14
5145,2019-04-01,Team Fortress 2,16552.87,91,4
5146,2019-04-01,Super Smash Bros. Melee,15708.83,51,10
5147,2019-04-01,Overwatch,12893.02,18,2
5148,2019-04-01,Shadowverse,11900.0,24,3
5149,2019-04-01,Rocket League,11813.33,48,12
5150,2019-04-01,Tekken 7,9788.62,15,3
5151,2019-04-01,WarCraft III,8157.61,8,2
5152,2019-04-01,TrackMania 2: Stadium,7860.95,22,10
5153,2019-04-01,CrossFire,6840.0,40,1
5154,2019-04-01,StarCraft: Brood War,6720.0,10,1
5155,2019-04-01,Soul Calibur VI,5736.27,11,4
5156,2019-04-01,Dead or Alive 6,5269.87,8,1
5157,2019-04-01,Artifact,3025.0,27,8
5158,2019-04-01,Guns of Boom,2100.0,4,2
5159,2019-04-01,Dragon Ball FighterZ,1420.0,6,2
5160,2019-04-01,Quake Champions,899.6,3,1
5161,2019-04-01,Mortal Kombat 11,750.0,6,1
5162,2019-04-01,BlazBlue: Cross Tag Battle,360.0,4,1
5163,2019-04-01,TrackMania 2: Canyon,337.68,3,1
5164,2019-04-01,Guilty Gear Xrd REV 2,300.0,3,1
5165,2019-04-01,Lethal League Blaze,134.99,3,1
5166,2019-04-01,Age of Empires III,100.0,1,1
5167,2019-05-01,Fortnite,4095331.48,552,41
5168,2019-05-01,Overwatch,1956577.2,496,11
5169,2019-05-01,Counter-Strike: Global Offensive,1366921.91,796,62
5170,2019-05-01,Dota 2,1153882.77,203,13
5171,2019-05-01,Rocket League,617271.92,169,15
5172,2019-05-01,FIFA 19,564060.0,67,7
5173,2019-05-01,League of Legends,531752.86,250,16
5174,2019-05-01,Rainbow Six Siege,400796.14,237,8
5175,2019-05-01,Call of Duty: Black Ops 4,400000.0,115,2
5176,2019-05-01,PLAYERUNKNOWNS BATTLEGROUNDS,336306.0,228,10
5177,2019-05-01,FIFA Online 4,239000.0,36,1
5178,2019-05-01,Arena of Valor,202898.0,67,3
5179,2019-05-01,Magic: The Gathering Online,200000.0,24,1
5180,2019-05-01,StarCraft II,148325.8,104,40
5181,2019-05-01,Super Smash Bros. Ultimate,120280.08,385,102
5182,2019-05-01,World of WarCraft,100000.0,28,1
5183,2019-05-01,WarCraft III,62914.92,19,4
5184,2019-05-01,Brawlhalla,62050.0,80,13
5185,2019-05-01,Mortal Kombat 11,61912.97,39,6
5186,2019-05-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,57937.76,12,1
5187,2019-05-01,Multigaming,55958.7,8,1
5188,2019-05-01,Splitgate: Arena Warfare,50000.0,64,2
5189,2019-05-01,Magic: The Gathering Arena,45000.0,51,6
5190,2019-05-01,Tekken 7,43363.56,31,7
5191,2019-05-01,Call of Duty: Blackout,30000.0,28,1
5192,2019-05-01,Street Fighter V: Arcade Edition,27669.32,28,5
5193,2019-05-01,iRacing.com,25000.0,12,1
5194,2019-05-01,Project Cars 2,22400.0,16,2
5195,2019-05-01,Hearthstone,18191.24,22,3
5196,2019-05-01,Apex Legends,17575.52,42,8
5197,2019-05-01,TrackMania 2: Stadium,13641.23,21,7
5198,2019-05-01,Super Smash Bros. Melee,13569.99,81,12
5199,2019-05-01,Age of Empires II,12416.86,49,21
5200,2019-05-01,Shadowverse,11900.0,24,3
5201,2019-05-01,Assetto Corsa,9664.0,4,2
5202,2019-05-01,Dragon Ball FighterZ,9653.72,18,3
5203,2019-05-01,RaceRoom Racing Experience,8400.0,37,2
5204,2019-05-01,CrossFire,6840.0,40,1
5205,2019-05-01,Under Night In-Birth EXE: Late[st],5945.12,12,2
5206,2019-05-01,Dead or Alive 6,5850.0,11,2
5207,2019-05-01,King of Fighters XIV,5240.0,11,2
5208,2019-05-01,Skullgirls 2nd Encore,4820.0,8,1
5209,2019-05-01,Guilty Gear Xrd REV 2,3861.79,13,3
5210,2019-05-01,StarCraft: Brood War,3520.0,10,2
5211,2019-05-01,Wolfenstein: Enemy Territory,3305.09,18,2
5212,2019-05-01,Soul Calibur VI,2819.69,13,3
5213,2019-05-01,Mystery Game Tournament,2560.0,8,1
5214,2019-05-01,Chess.com,2404.0,13,2
5215,2019-05-01,BlazBlue: Cross Tag Battle,2394.23,14,3
5216,2019-05-01,Puyo Puyo Champions,1786.8,4,1
5217,2019-05-01,Street Fighter III: 3rd Strike,1220.0,8,1
5218,2019-05-01,Lethal League Blaze,1116.75,4,1
5219,2019-05-01,Windjammers,1116.75,4,1
5220,2019-05-01,Lichess,1100.0,8,2
5221,2019-05-01,Super Street Fighter II Turbo,1090.0,8,1
5222,2019-05-01,Killer Instinct (2013),1040.0,8,1
5223,2019-05-01,Vampire Savior,1020.0,8,1
5224,2019-05-01,Old School Runescape,1000.0,2,1
5225,2019-05-01,Quake Champions,1000.0,5,2
5226,2019-05-01,Warparty,1000.0,4,1
5227,2019-05-01,Marvel vs. Capcom: Infinite,960.0,8,1
5228,2019-05-01,Naruto Shippuden: Ultimate Ninja Storm 4,850.0,3,1
5229,2019-05-01,NHL 19,700.0,1,1
5230,2019-05-01,Capcom vs. SNK 2,540.0,3,1
5231,2019-05-01,King of Fighters 98,500.0,1,1
5232,2019-05-01,Teenage Mutant Ninja Turtles: Tournament Fighters,500.0,3,1
5233,2019-05-01,Marvel vs. Capcom 2,420.0,3,1
5234,2019-05-01,Soul Calibur II,420.0,3,1
5235,2019-05-01,Street Fighter Alpha 2,410.0,3,1
5236,2019-05-01,Super Smash Bros. Brawl,289.62,6,1
5237,2019-05-01,Super Smash Bros.,282.2,6,1
5238,2019-05-01,Rivals of Aether,270.0,3,1
5239,2019-05-01,Street Fighter X Tekken,250.0,3,1
5240,2019-05-01,Artifact,240.0,11,7
5241,2019-05-01,BlazBlue: Central Fiction,235.44,3,1
5242,2019-05-01,Street Fighter EX2 Plus,190.0,3,1
5243,2019-05-01,Ultimate Marvel vs. Capcom 3,160.0,3,1
5244,2019-05-01,Project M,152.89,8,1
5245,2019-05-01,Puyo Puyo Tetris,130.0,2,1
5246,2019-06-01,Fortnite,5100715.49,626,32
5247,2019-06-01,Counter-Strike: Global Offensive,2014445.67,863,70
5248,2019-06-01,Dota 2,1915543.51,418,26
5249,2019-06-01,Arena of Valor,1450311.0,27,2
5250,2019-06-01,PLAYERUNKNOWNS BATTLEGROUNDS,905051.37,387,13
5251,2019-06-01,Magic: The Gathering Arena,766000.0,81,5
5252,2019-06-01,Rocket League,651813.94,116,16
5253,2019-06-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,551160.31,402,8
5254,2019-06-01,Hearthstone,513420.0,127,5
5255,2019-06-01,Call of Duty: Black Ops 4,406435.0,141,4
5256,2019-06-01,StarCraft II,263615.66,158,36
5257,2019-06-01,Pro Evolution Soccer 2019,216000.0,25,2
5258,2019-06-01,Overwatch,191229.0,123,5
5259,2019-06-01,League of Legends,167083.38,291,19
5260,2019-06-01,Rainbow Six Siege,132358.23,189,10
5261,2019-06-01,Super Smash Bros. Ultimate,130568.15,423,115
5262,2019-06-01,Brawlhalla,110400.0,65,13
5263,2019-06-01,Clash Royale,110000.0,27,3
5264,2019-06-01,Forza Motorsport 7,100000.0,35,1
5265,2019-06-01,Free Fire,95360.0,51,1
5266,2019-06-01,Heroes of the Storm,82248.0,28,1
5267,2019-06-01,Shadowverse,70826.85,32,4
5268,2019-06-01,StarCraft: Brood War,70480.0,16,1
5269,2019-06-01,Paladins,70000.0,40,2
5270,2019-06-01,WarCraft III,67216.5,16,4
5271,2019-06-01,Super Smash Bros. Melee,65991.95,112,23
5272,2019-06-01,Apex Legends,65092.96,80,5
5273,2019-06-01,Old School Runescape,64000.0,2,2
5274,2019-06-01,Tekken 7,63621.44,48,8
5275,2019-06-01,Battalion 1944,52500.0,38,6
5276,2019-06-01,Halo 3,50800.0,32,2
5277,2019-06-01,Call of Duty: Blackout,40000.0,18,1
5278,2019-06-01,Street Fighter V: Arcade Edition,37830.0,22,4
5279,2019-06-01,Brawl Stars,32400.0,20,4
5280,2019-06-01,Assetto Corsa,27904.0,19,3
5281,2019-06-01,Mortal Kombat 11,23820.0,24,3
5282,2019-06-01,Chess.com,21402.0,18,2
5283,2019-06-01,Stardew Valley,19250.0,28,1
5284,2019-06-01,Mordhau,16500.0,40,2
5285,2019-06-01,Dead or Alive 6,13870.0,14,2
5286,2019-06-01,CrossFire,13225.0,40,1
5287,2019-06-01,Guns of Boom,10000.0,4,1
5288,2019-06-01,Minecraft,10000.0,2,1
5289,2019-06-01,Age of Empires II,8909.38,38,12
5290,2019-06-01,rFactor 2,7840.0,8,1
5291,2019-06-01,Project M,6762.0,18,2
5292,2019-06-01,Dragon Ball FighterZ,5360.0,11,2
5293,2019-06-01,TrackMania 2: Stadium,5043.27,15,3
5294,2019-06-01,Soul Calibur VI,4620.0,15,3
5295,2019-06-01,FIFA 19,4518.76,9,3
5296,2019-06-01,BlazBlue: Cross Tag Battle,2610.0,14,2
5297,2019-06-01,Under Night In-Birth EXE: Late[st],2013.06,11,2
5298,2019-06-01,Project Cars 2,2000.0,9,4
5299,2019-06-01,Team Fortress 2,1925.0,34,1
5300,2019-06-01,Samurai Shodown (2019),1680.0,8,1
5301,2019-06-01,Dota Underlords,1600.0,11,3
5302,2019-06-01,Guilty Gear Xrd REV 2,1323.2,11,2
5303,2019-06-01,Clash of Clans,1140.0,3,1
5304,2019-06-01,Lichess,1100.0,8,2
5305,2019-06-01,Teamfight Tactics,1039.65,3,1
5306,2019-06-01,Windjammers,1000.0,8,1
5307,2019-06-01,Age of Empires III,982.0,8,7
5308,2019-06-01,King of Fighters XIV,850.0,3,1
5309,2019-06-01,Power Rangers: Battle for the Grid,850.0,3,1
5310,2019-06-01,ARMS,661.0,9,2
5311,2019-06-01,BlazBlue: Central Fiction,640.0,8,1
5312,2019-06-01,Artifact,530.0,7,4
5313,2019-06-01,Age of Empires,150.0,2,1
5314,2019-06-01,iRacing.com,111.0,1,1
5315,2019-06-01,Super Smash Bros. Brawl,76.38,3,1
5316,2019-06-01,Ring of Elysium,0.0,9,1
5317,2019-07-01,Fortnite,36713555.9,785,33
5318,2019-07-01,Call of Duty: Black Ops 4,2999500.0,163,5
5319,2019-07-01,Counter-Strike: Global Offensive,2744531.87,1256,80
5320,2019-07-01,PLAYERUNKNOWNS BATTLEGROUNDS,1260030.73,265,13
5321,2019-07-01,Magic: The Gathering Arena,537000.0,92,5
5322,2019-07-01,Overwatch,505000.0,92,2
5323,2019-07-01,FIFA 19,500000.0,128,2
5324,2019-07-01,Arena of Valor,484000.0,40,1
5325,2019-07-01,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,474414.31,147,3
5326,2019-07-01,Dota 2,317585.74,175,11
5327,2019-07-01,Rainbow Six Siege,259548.51,168,9
5328,2019-07-01,Clash Royale,230000.0,51,2
5329,2019-07-01,Hearthstone,226000.0,51,4
5330,2019-07-01,League of Legends,224466.05,260,12
5331,2019-07-01,StarCraft II,207837.46,116,34
5332,2019-07-01,Gears 5,200000.0,40,1
5333,2019-07-01,Teamfight Tactics,151000.0,66,3
5334,2019-07-01,CrossFire,146840.0,50,2
5335,2019-07-01,Paladins,110000.0,34,1
5336,2019-07-01,Rocket League,104567.54,40,9
5337,2019-07-01,Super Smash Bros. Ultimate,96612.1,460,129
5338,2019-07-01,Mortal Kombat 11,90542.99,67,9
5339,2019-07-01,Apex Legends,90000.0,75,7
5340,2019-07-01,Quake Champions,65000.0,20,1
5341,2019-07-01,Minecraft,50000.0,9,5
5342,2019-07-01,WarCraft III,45000.0,3,1
5343,2019-07-01,Brawlhalla,42750.0,65,11
5344,2019-07-01,Tekken 7,38574.78,49,12
5345,2019-07-01,Auto Chess,35522.28,31,1
5346,2019-07-01,Street Fighter V: Arcade Edition,34040.91,32,6
5347,2019-07-01,Heroes of the Storm,23360.15,50,2
5348,2019-07-01,rFactor 2,19968.0,12,2
5349,2019-07-01,Soul Calibur VI,15628.03,15,3
5350,2019-07-01,Farming Simulator 19,13316.27,24,1
5351,2019-07-01,Clash of Clans,12500.0,5,1
5352,2019-07-01,Shadowverse,11900.0,24,3
5353,2019-07-01,Super Smash Bros. Melee,10033.15,77,16
5354,2019-07-01,Assetto Corsa,9509.6,4,2
5355,2019-07-01,Free Fire,9336.49,8,1
5356,2019-07-01,King of Fighters 98,7445.57,6,2
5357,2019-07-01,King of Fighters XIV,7399.51,3,1
5358,2019-07-01,Age of Empires II,5608.95,32,10
5359,2019-07-01,Dragon Ball FighterZ,5587.52,33,7
5360,2019-07-01,Dead or Alive 6,5302.67,13,3
5361,2019-07-01,Age of Empires III,4370.0,11,4
5362,2019-07-01,TrackMania 2: Stadium,3294.81,26,9
5363,2019-07-01,Samurai Shodown (2019),2549.96,13,3
5364,2019-07-01,Project Cars 2,2000.0,8,4
5365,2019-07-01,Battalion 1944,1500.0,15,3
5366,2019-07-01,Brawl Stars,1500.0,4,1
5367,2019-07-01,StarCraft: Brood War,1405.0,4,1
5368,2019-07-01,Chess.com,1400.1,11,1
5369,2019-07-01,Quake II,1200.0,1,1
5370,2019-07-01,QuakeWorld,1200.0,1,1
5371,2019-07-01,Under Night In-Birth EXE: Late[st],1138.82,14,3
5372,2019-07-01,Lichess,1100.0,7,2
5373,2019-07-01,BlazBlue: Cross Tag Battle,933.69,11,2
5374,2019-07-01,Injustice 2,850.0,3,1
5375,2019-07-01,Rivals of Aether,850.0,3,1
5376,2019-07-01,Artifact,626.0,8,4
5377,2019-07-01,Ultra Street Fighter IV,615.61,6,2
5378,2019-07-01,Guilty Gear Xrd REV 2,581.98,7,2
5379,2019-07-01,Ultimate Marvel vs. Capcom 3,428.47,6,2
5380,2019-07-01,BlazBlue: Central Fiction,382.41,4,1
5381,2019-07-01,Pokkén Tournament DX,260.97,3,1
5382,2019-07-01,Mario Kart 8 Deluxe,229.44,3,1
5383,2019-07-01,Mystery Game Tournament,195.0,11,1
5384,2019-07-01,Fighting EX Layer,152.96,3,1
5385,2019-07-01,Age of Empires,150.0,2,1
5386,2019-07-01,Project M,145.0,3,1
5387,2019-07-01,Mordhau,123.0,0,1
5388,2019-07-01,Sailor Moon S,115.13,3,1
5389,2019-07-01,Super Street Fighter II Turbo,92.11,3,1
5390,2019-07-01,Samurai Shodown V Special,61.4,3,1
5391,2019-07-01,ARMS,50.0,3,1
5392,2019-08-01,Dota 2,34460762.14,422,28
5393,2019-08-01,Fortnite,3273950.0,840,49
5394,2019-08-01,Arena of Valor,2166994.19,60,1
5395,2019-08-01,Call of Duty: Black Ops 4,2095647.0,180,2
5396,2019-08-01,Overwatch,1028680.64,410,7
5397,2019-08-01,League of Legends,941281.05,561,26
5398,2019-08-01,Rainbow Six Siege,684045.45,183,8
