ID,Date,Game,Earnings,Players,Tournaments
1153,2010-06-01,Halo 3,56000.0,32,1
1154,2010-06-01,Counter-Strike: Source,40047.03,151,6
1155,2010-06-01,KartRider,24690.0,8,2
1156,2010-06-01,WarCraft III,24414.37,23,8
1157,2010-06-01,Heroes of Newerth,19405.21,15,1
1158,2010-06-01,FIFA 10,15807.84,18,7
1159,2010-06-01,World of WarCraft,15750.0,9,1
1160,2010-06-01,Quake Live,9918.56,19,7
1161,2010-06-01,Super Smash Bros. Brawl,7730.0,17,3
1162,2010-06-01,Tekken 6,7120.0,11,3
1163,2010-06-01,Call of Duty: Modern Warfare 2,5750.0,5,1
1164,2010-06-01,Call of Duty 4: Modern Warfare,4291.96,10,2
1165,2010-06-01,TrackMania Nations Forever,2442.01,4,1
1166,2010-06-01,"Warhammer 40,000: Dawn of War",1816.5,2,1
1167,2010-06-01,Super Smash Bros. Melee,1480.0,12,3
1168,2010-06-01,Age of Empires II,1323.75,2,1
1169,2010-06-01,Super Street Fighter IV,1250.0,12,2
1170,2010-06-01,StarCraft II,424.85,4,4
1171,2010-06-01,Super Street Fighter II Turbo HD Remix,160.0,3,1
1172,2010-06-01,Capcom vs. SNK,140.0,3,1
1173,2010-06-01,Marvel vs. Capcom 2,130.0,3,1
1174,2010-07-01,Counter-Strike,253501.2,158,10
1175,2010-07-01,Counter-Strike: Source,50251.26,130,8
1176,2010-07-01,WarCraft III,33544.36,28,9
1177,2010-07-01,Defense of the Ancients,30579.15,25,3
1178,2010-07-01,FIFA 10,20244.36,10,7
1179,2010-07-01,Quake Live,15426.48,13,6
1180,2010-07-01,TrackMania Nations Forever,14610.93,19,2
1181,2010-07-01,Super Street Fighter IV,14000.0,9,3
1182,2010-07-01,Guitar Hero 5,10500.0,3,1
1183,2010-07-01,Need for Speed: Shift,10500.0,3,1
1184,2010-07-01,Team Fortress 2,5750.0,60,2
1185,2010-07-01,StarCraft: Brood War,3900.0,4,1
1186,2010-07-01,StarCraft II,3720.33,8,6
1187,2010-07-01,Super Smash Bros. Melee,2149.0,17,7
1188,2010-07-01,Day of Defeat: Source,916.34,0,1
1189,2010-07-01,Heroes of Newerth,500.0,0,1
1190,2010-07-01,Age of Empires II,300.0,3,1
1191,2010-07-01,Marvel vs. Capcom 2,0.0,3,1
1192,2010-07-01,Melty Blood: Actress Again,0.0,3,1
1193,2010-07-01,Super Street Fighter II Turbo HD Remix,0.0,3,1
1194,2010-07-01,Tatsunoko vs. Capcom: Ultimate All-Stars,0.0,3,1
1195,2010-07-01,Tekken 6,0.0,3,1
1196,2010-08-01,Counter-Strike,157994.27,168,12
1197,2010-08-01,WarCraft III,100791.53,41,12
1198,2010-08-01,StarCraft: Brood War,96925.09,32,1
1199,2010-08-01,Quake Live,71522.29,29,12
1200,2010-08-01,Halo 3,70113.79,65,3
1201,2010-08-01,Special Force,42350.0,0,1
1202,2010-08-01,World of WarCraft,39750.0,19,2
1203,2010-08-01,Counter-Strike: Source,29686.22,77,5
1204,2010-08-01,StarCraft II,27730.28,36,26
1205,2010-08-01,Call of Duty 4: Modern Warfare,23937.48,45,4
1206,2010-08-01,FIFA 10,15344.37,18,7
1207,2010-08-01,Team Fortress 2,13160.64,39,3
1208,2010-08-01,Defense of the Ancients,12000.0,20,2
1209,2010-08-01,Super Smash Bros. Brawl,11964.99,23,3
1210,2010-08-01,Call of Duty: Modern Warfare 2,10750.0,10,2
1211,2010-08-01,Gears of War,10193.3,0,1
1212,2010-08-01,Tekken 6,7000.0,8,1
1213,2010-08-01,Super Smash Bros. Melee,6958.0,32,5
1214,2010-08-01,Super Street Fighter IV,3920.5,6,1
1215,2010-08-01,Heroes of Newerth,3867.85,0,1
1216,2010-08-01,TrackMania Nations Forever,1289.97,1,1
1217,2010-08-01,Age of Empires II,300.0,2,1
1218,2010-08-01,Super Smash Bros.,110.0,3,1
1219,2010-09-01,StarCraft: Brood War,92703.94,40,2
1220,2010-09-01,Counter-Strike,73095.89,95,9
1221,2010-09-01,StarCraft II,15442.22,48,38
1222,2010-09-01,WarCraft III,15021.05,15,7
1223,2010-09-01,Heroes of Newerth,6000.0,0,3
1224,2010-09-01,Counter-Strike: Source,3496.62,10,1
1225,2010-09-01,Super Smash Bros. Melee,1147.0,22,6
1226,2010-09-01,Team Fortress 2,781.3,6,1
1227,2010-09-01,League of Legends,522.72,16,4
1228,2010-09-01,Quake Live,521.34,2,4
1229,2010-09-01,FIFA 10,392.04,3,3
1230,2010-09-01,Super Smash Bros. Brawl,290.0,7,2
1231,2010-09-01,TrackMania Nations Forever,260.69,1,1
1232,2010-09-01,FIFA 11,130.68,1,1
1233,2010-10-01,StarCraft II,262194.76,143,59
1234,2010-10-01,Counter-Strike,149056.51,135,10
1235,2010-10-01,World of WarCraft,135750.0,13,2
1236,2010-10-01,Halo: Reach,100000.0,1,2
1237,2010-10-01,Soul Calibur IV,100000.0,1,1
1238,2010-10-01,WarCraft III,77278.33,22,9
1239,2010-10-01,Halo 3,56000.0,32,1
1240,2010-10-01,Counter-Strike: Source,37109.56,50,5
1241,2010-10-01,Call of Duty: Modern Warfare 2,28750.0,16,3
1242,2010-10-01,iRacing.com,28000.0,5,2
1243,2010-10-01,StarCraft: Brood War,27000.0,6,2
1244,2010-10-01,Tekken 6,18000.0,10,2
1245,2010-10-01,League of Legends,11390.48,39,7
1246,2010-10-01,Carom 3D,11000.0,3,1
1247,2010-10-01,FIFA 10,11000.0,3,1
1248,2010-10-01,Forza Motorsport 3,11000.0,3,1
1249,2010-10-01,TrackMania Nations Forever,11000.0,3,2
1250,2010-10-01,Quake Live,8695.86,11,6
1251,2010-10-01,Super Smash Bros. Brawl,7000.0,8,1
1252,2010-10-01,Defense of the Ancients,6757.47,15,1
1253,2010-10-01,Super Smash Bros. Melee,3725.0,23,5
1254,2010-10-01,Call of Duty 4: Modern Warfare,1395.0,5,2
1255,2010-10-01,rFactor,1117.35,10,1
1256,2010-10-01,FIFA 11,695.25,5,6
1257,2010-10-01,Team Fortress 2,398.24,6,2
1258,2010-11-01,Halo 3,280000.0,32,1
1259,2010-11-01,StarCraft II,260700.27,151,59
1260,2010-11-01,Counter-Strike,172765.08,257,14
1261,2010-11-01,Defense of the Ancients,51605.57,80,4
1262,2010-11-01,Counter-Strike: Source,36822.7,182,5
1263,2010-11-01,Super Smash Bros. Brawl,36130.0,15,3
1264,2010-11-01,Tekken 6,35000.0,8,1
1265,2010-11-01,WarCraft III,31546.49,11,5
1266,2010-11-01,KartRider,26550.0,8,2
1267,2010-11-01,Call of Duty: Modern Warfare 2,23000.0,16,1
1268,2010-11-01,CrossFire,23000.0,0,1
1269,2010-11-01,Quake Live,22644.11,9,7
1270,2010-11-01,Heroes of Newerth,14291.84,10,1
1271,2010-11-01,Halo: Reach,14000.0,0,1
1272,2010-11-01,League of Legends,8227.69,37,6
1273,2010-11-01,FIFA 10,8020.8,0,1
1274,2010-11-01,Team Fortress 2,3810.0,18,1
1275,2010-11-01,Super Smash Bros. Melee,3350.0,28,6
1276,2010-11-01,TrackMania Nations Forever,2771.01,15,3
1277,2010-11-01,Call of Duty 4: Modern Warfare,1838.1,70,3
1278,2010-11-01,FIFA 11,545.64,3,5
1279,2010-11-01,Super Smash Bros.,30.0,2,1
1280,2010-12-01,StarCraft II,234818.59,125,50
1281,2010-12-01,Magic: The Gathering Online,100000.0,12,1
1282,2010-12-01,Counter-Strike,73890.64,57,4
1283,2010-12-01,Defense of the Ancients,52447.62,56,4
1284,2010-12-01,Counter-Strike: Source,31750.64,35,5
1285,2010-12-01,FIFA 10,9005.33,12,2
1286,2010-12-01,League of Legends,7801.75,44,6
1287,2010-12-01,Team Fortress 2,4347.67,71,4
1288,2010-12-01,Quake Live,4287.56,16,5
1289,2010-12-01,TrackMania Nations Forever,3334.75,20,2
1290,2010-12-01,Super Smash Bros. Melee,2940.0,19,5
1291,2010-12-01,Call of Duty 4: Modern Warfare,2673.6,20,1
1292,2010-12-01,FIFA 11,2431.28,6,4
1293,2010-12-01,Day of Defeat: Source,991.75,0,1
1294,2010-12-01,Super Smash Bros. Brawl,821.0,9,3
1295,2010-12-01,Tekken 6,406.92,3,1
1296,2010-12-01,WarCraft III,398.28,3,3
1297,2011-01-01,StarCraft II,193300.75,135,61
1298,2011-01-01,StarCraft: Brood War,97742.33,48,5
1299,2011-01-01,Counter-Strike,59402.67,115,7
1300,2011-01-01,WarCraft III,30855.31,11,7
1301,2011-01-01,Heroes of Newerth,20000.0,15,1
1302,2011-01-01,Marvel vs. Capcom 2,15000.0,6,3
1303,2011-01-01,Quake Live,11669.12,13,6
1304,2011-01-01,Defense of the Ancients,8299.06,10,1
1305,2011-01-01,Counter-Strike: Source,6943.59,73,3
1306,2011-01-01,Super Smash Bros. Melee,6319.58,55,9
1307,2011-01-01,Super Smash Bros. Brawl,4933.5,39,9
1308,2011-01-01,Age of Empires II,1979.41,3,1
1309,2011-01-01,Call of Duty: Black Ops,1906.84,10,1
1310,2011-01-01,Team Fortress 2,1706.52,18,1
1311,2011-01-01,Halo: Reach,1362.03,12,1
1312,2011-01-01,League of Legends,1336.51,19,6
1313,2011-01-01,Call of Duty 4: Modern Warfare,1269.05,15,1
1314,2011-01-01,FIFA 11,668.25,3,5
1315,2011-01-01,TrackMania Nations Forever,408.21,2,1
1316,2011-01-01,Age of Empires,352.0,14,1
1317,2011-01-01,Mortal Kombat vs. DC Universe,0.0,3,1
1318,2011-01-01,Super Street Fighter II Turbo HD Remix,0.0,3,1
1319,2011-01-01,Super Street Fighter IV,0.0,16,3
1320,2011-01-01,Ultimate Mortal Kombat 3,0.0,3,1
1321,2011-02-01,StarCraft: Brood War,104744.47,39,4
1322,2011-02-01,Call of Duty: Black Ops,51000.0,14,3
1323,2011-02-01,StarCraft II,35754.86,84,66
1324,2011-02-01,Counter-Strike,33641.28,89,7
1325,2011-02-01,Counter-Strike: Source,13037.3,68,5
1326,2011-02-01,Call of Duty: Modern Warfare 2,10000.0,0,1
1327,2011-02-01,Halo: Reach,10000.0,12,1
1328,2011-02-01,Super Smash Bros. Melee,6375.0,13,3
1329,2011-02-01,Team Fortress 2,5824.03,30,2
1330,2011-02-01,Tekken 6,4736.15,4,2
1331,2011-02-01,TrackMania Nations Forever,4193.73,9,3
1332,2011-02-01,Super Smash Bros. Brawl,4146.0,16,3
1333,2011-02-01,Call of Duty 4: Modern Warfare,3967.02,0,2
1334,2011-02-01,Quake Live,1966.61,5,6
1335,2011-02-01,League of Legends,1228.59,21,5
1336,2011-02-01,WarCraft III,1206.83,18,5
1337,2011-02-01,FIFA 11,546.04,4,4
1338,2011-03-01,StarCraft II,202141.17,135,60
1339,2011-03-01,Counter-Strike,93302.58,95,4
1340,2011-03-01,Special Force,44650.0,0,1
1341,2011-03-01,Counter-Strike: Source,36474.27,77,7
1342,2011-03-01,Quake Live,20561.25,13,5
1343,2011-03-01,iRacing.com,17900.0,10,1
1344,2011-03-01,League of Legends,15161.82,34,10
1345,2011-03-01,Defense of the Ancients,11426.02,95,8
1346,2011-03-01,Team Fortress 2,4992.35,34,2
1347,2011-03-01,TrackMania Nations Forever,2176.89,6,2
1348,2011-03-01,Super Smash Bros. Melee,2080.0,15,3
1349,2011-03-01,Super Smash Bros. Brawl,770.0,9,2
1350,2011-03-01,WarCraft III,561.48,3,4
1351,2011-03-01,FIFA 11,560.8,3,4
1352,2011-03-01,StarCraft: Brood War,280.0,8,4
1353,2011-03-01,Age of Empires II,150.0,2,1
1354,2011-04-01,StarCraft II,176475.76,79,53
1355,2011-04-01,Halo: Reach,61777.8,46,3
1356,2011-04-01,Counter-Strike,44082.35,100,5
1357,2011-04-01,Counter-Strike: Source,42269.86,95,3
1358,2011-04-01,Call of Duty: Black Ops,41466.25,45,6
1359,2011-04-01,KartRider,27690.0,8,2
1360,2011-04-01,Defense of the Ancients,16226.42,15,1
1361,2011-04-01,Heroes of Newerth,15803.7,5,3
1362,2011-04-01,Quake Live,9997.06,11,6
1363,2011-04-01,WarCraft III,9483.81,17,6
1364,2011-04-01,Team Fortress 2,6745.66,51,5
1365,2011-04-01,Gears of War,4127.0,0,1
1366,2011-04-01,Call of Duty 4: Modern Warfare,3301.6,15,2
1367,2011-04-01,FIFA 11,3100.19,10,7
1368,2011-04-01,TrackMania Nations Forever,2978.43,3,2
1369,2011-04-01,League of Legends,2701.33,29,11
1370,2011-04-01,StarCraft: Brood War,1210.0,11,4
1371,2011-04-01,Tekken 6,1200.69,3,1
1372,2011-05-01,StarCraft II,226844.41,160,73
1373,2011-05-01,Counter-Strike,47560.43,145,11
1374,2011-05-01,Mortal Kombat 9,21020.0,11,2
1375,2011-05-01,Counter-Strike: Source,14528.4,32,3
1376,2011-05-01,Team Fortress 2,5740.0,30,3
1377,2011-05-01,League of Legends,3379.14,42,13
1378,2011-05-01,Quake Live,3375.82,5,6
1379,2011-05-01,TrackMania Nations Forever,3194.48,23,2
1380,2011-05-01,Super Smash Bros. Melee,2776.38,23,6
1381,2011-05-01,Super Smash Bros. Brawl,2352.44,18,5
1382,2011-05-01,FIFA 11,1791.0,5,6
1383,2011-05-01,Heroes of Newerth,1350.0,0,1
1384,2011-05-01,WarCraft III,569.01,3,4
1385,2011-05-01,Defense of the Ancients,360.45,15,1
1386,2011-05-01,StarCraft: Brood War,280.0,11,4
1387,2011-05-01,Marvel vs. Capcom 3,118.0,3,1
1388,2011-05-01,Super Street Fighter IV,65.0,3,2
1389,2011-06-01,StarCraft II,348707.93,157,65
1390,2011-06-01,League of Legends,108729.23,83,11
1391,2011-06-01,StarCraft: Brood War,106898.81,35,2
1392,2011-06-01,Counter-Strike,64736.12,85,5
1393,2011-06-01,Halo: Reach,56000.0,32,2
1394,2011-06-01,Counter-Strike: Source,39898.15,52,4
1395,2011-06-01,FIFA 11,35476.31,10,8
1396,2011-06-01,Call of Duty: Black Ops,34453.5,44,3
1397,2011-06-01,Super Street Fighter IV Arcade Edition,28571.34,29,8
1398,2011-06-01,Defense of the Ancients,27799.22,5,1
1399,2011-06-01,Heroes of Newerth,22226.86,10,4
1400,2011-06-01,Quake Live,13156.29,17,6
1401,2011-06-01,WarCraft III,12929.96,4,5
1402,2011-06-01,Marvel vs. Capcom 3,10486.33,32,7
1403,2011-06-01,Bloodline Champions,10000.0,9,1
1404,2011-06-01,BlazBlue: Continuum Shift II,5121.43,11,2
1405,2011-06-01,TrackMania Nations Forever,2926.8,4,1
1406,2011-06-01,TrackMania 2: Canyon,2370.72,2,1
1407,2011-06-01,Tekken 6,2210.0,14,3
1408,2011-06-01,Mortal Kombat 9,1861.67,12,3
1409,2011-06-01,Arcana Heart 3,1000.0,4,1
1410,2011-06-01,Super Smash Bros. Brawl,878.93,15,4
1411,2011-06-01,Super Street Fighter II Turbo,640.0,8,1
1412,2011-06-01,Super Smash Bros. Melee,310.0,6,2
1413,2011-06-01,Soul Calibur IV,260.0,3,1
1414,2011-07-01,StarCraft II,301198.67,169,72
1415,2011-07-01,Counter-Strike,85892.94,175,12
1416,2011-07-01,Halo: Reach,62156.75,44,2
1417,2011-07-01,Call of Duty: Black Ops,36209.0,44,3
1418,2011-07-01,League of Legends,17377.19,82,16
1419,2011-07-01,Super Street Fighter IV Arcade Edition,14560.0,3,1
1420,2011-07-01,Counter-Strike: Source,14517.4,50,4
1421,2011-07-01,Super Smash Bros. Brawl,12057.02,34,6
1422,2011-07-01,Super Smash Bros. Melee,11995.02,24,4
1423,2011-07-01,Marvel vs. Capcom 3,10720.0,3,1
1424,2011-07-01,Tekken 6,7240.0,3,1
1425,2011-07-01,Heroes of Newerth,7168.6,10,1
1426,2011-07-01,Mortal Kombat 9,6620.0,6,2
1427,2011-07-01,Defense of the Ancients,5652.35,45,2
1428,2011-07-01,Quake Live,2728.75,10,7
1429,2011-07-01,BlazBlue: Continuum Shift II,2080.0,3,1
1430,2011-07-01,TrackMania Nations Forever,1887.99,2,1
1431,2011-07-01,Super Street Fighter IV,1641.8,3,1
1432,2011-07-01,Team Fortress 2,800.0,6,3
1433,2011-07-01,WarCraft III,717.0,4,5
1434,2011-07-01,FIFA 11,715.1,2,6
1435,2011-07-01,Super Smash Bros.,330.0,3,1
1436,2011-07-01,Project M,225.0,4,1
1437,2011-07-01,Age of Empires Online,100.0,3,1
1438,2011-08-01,Dota 2,1600000.0,42,1
1439,2011-08-01,StarCraft II,223266.48,120,61
1440,2011-08-01,Counter-Strike,96554.44,120,4
1441,2011-08-01,League of Legends,71735.86,78,18
1442,2011-08-01,Halo: Reach,56000.0,32,1
1443,2011-08-01,Quake Live,42574.11,15,6
1444,2011-08-01,Call of Duty: Black Ops,28000.0,32,1
1445,2011-08-01,World of WarCraft,21000.0,6,1
1446,2011-08-01,Team Fortress 2,13652.42,37,3
1447,2011-08-01,Defense of the Ancients,11660.63,15,2
1448,2011-08-01,Counter-Strike: Source,10084.16,15,1
1449,2011-08-01,WarCraft III,7570.21,5,5
1450,2011-08-01,Super Smash Bros. Melee,6729.73,39,10
1451,2011-08-01,Super Street Fighter IV Arcade Edition,5096.71,3,1
1452,2011-08-01,Call of Duty 4: Modern Warfare,4919.11,10,1
1453,2011-08-01,Super Smash Bros. Brawl,2615.43,16,4
1454,2011-08-01,StarCraft: Brood War,919.71,2,1
1455,2011-08-01,FIFA 11,808.98,9,5
1456,2011-08-01,TrackMania Nations Forever,245.47,4,1
1457,2011-08-01,Wolfenstein: Enemy Territory,86.37,6,1
1458,2011-09-01,Call of Duty: Modern Warfare 3,1000000.0,32,1
1459,2011-09-01,StarCraft II,241460.08,171,69
1460,2011-09-01,StarCraft: Brood War,92068.55,26,5
1461,2011-09-01,Counter-Strike,41172.26,80,5
1462,2011-09-01,WarCraft III,18005.81,13,6
1463,2011-09-01,iRacing.com,15500.0,3,1
1464,2011-09-01,League of Legends,14012.82,87,17
1465,2011-09-01,Counter-Strike: Source,12000.0,20,1
1466,2011-09-01,Defense of the Ancients,9392.63,15,1
1467,2011-09-01,Team Fortress 2,5240.0,6,1
1468,2011-09-01,Heroes of Newerth,3486.95,10,1
1469,2011-09-01,Call of Duty: Black Ops,3035.34,12,1
1470,2011-09-01,Super Smash Bros. Melee,1509.5,18,5
1471,2011-09-01,Quake Live,551.48,3,4
1472,2011-09-01,FIFA 11,412.92,3,4
1473,2011-09-01,Super Smash Bros. Brawl,400.0,3,2
1474,2011-09-01,FIFA 12,137.64,1,2
1475,2011-10-01,StarCraft II,563124.57,213,79
1476,2011-10-01,Counter-Strike,191030.77,196,11
1477,2011-10-01,League of Legends,142571.47,156,25
1478,2011-10-01,World of WarCraft,120000.0,9,1
1479,2011-10-01,Halo: Reach,59225.4,48,2
1480,2011-10-01,WarCraft III,39182.42,21,8
1481,2011-10-01,Call of Duty: Black Ops,38482.55,49,2
1482,2011-10-01,Counter-Strike: Source,33140.06,70,6
1483,2011-10-01,Defense of the Ancients,28758.48,30,2
1484,2011-10-01,Dota 2,22000.0,16,1
1485,2011-10-01,StarCraft: Brood War,18710.0,13,5
1486,2011-10-01,FIFA 11,17000.0,8,1
1487,2011-10-01,iRacing.com,15500.0,3,1
1488,2011-10-01,TrackMania Nations Forever,15411.09,4,3
1489,2011-10-01,Tekken 6,6000.0,3,1
1490,2011-10-01,Heroes of Newerth,5000.0,0,1
1491,2011-10-01,Super Smash Bros. Melee,2399.0,11,2
1492,2011-10-01,Call of Duty 4: Modern Warfare,1196.33,10,1
1493,2011-10-01,Quake Live,686.83,3,5
1494,2011-10-01,FIFA 12,686.3,5,6
1495,2011-10-01,Marvel vs. Capcom 3,0.0,8,1
1496,2011-10-01,Super Street Fighter IV Arcade Edition,0.0,8,2
1497,2011-11-01,Halo: Reach,287000.0,28,2
1498,2011-11-01,StarCraft II,275904.06,109,66
1499,2011-11-01,Call of Duty: Black Ops,142000.0,32,3
1500,2011-11-01,Magic: The Gathering Online,100000.0,12,1
1501,2011-11-01,League of Legends,91253.57,94,18
1502,2011-11-01,Defense of the Ancients,71705.74,79,4
1503,2011-11-01,Counter-Strike,58015.4,71,6
1504,2011-11-01,Heroes of Newerth,42804.24,20,1
1505,2011-11-01,KartRider,26433.0,8,2
1506,2011-11-01,Dota 2,20268.08,35,2
1507,2011-11-01,Quake Live,17289.36,14,7
1508,2011-11-01,Bloodline Champions,10000.0,9,1
1509,2011-11-01,Super Street Fighter IV Arcade Edition,8324.04,10,2
1510,2011-11-01,FIFA 11,7431.53,30,9
1511,2011-11-01,Age of Empires II,7329.0,28,2
1512,2011-11-01,Counter-Strike: Source,6761.52,40,1
1513,2011-11-01,rFactor,4724.49,30,1
1514,2011-11-01,Tekken 6,3527.33,9,4
1515,2011-11-01,Super Smash Bros. Melee,2920.0,14,4
1516,2011-11-01,Marvel vs. Capcom 3,820.0,3,1
1517,2011-11-01,Team Fortress 2,789.46,18,1
1518,2011-11-01,WarCraft III,543.03,3,4
1519,2011-11-01,FIFA 12,542.32,4,4
1520,2011-11-01,BlazBlue: Continuum Shift II,390.0,3,1
1521,2011-11-01,TrackMania Nations Forever,316.31,4,1
1522,2011-11-01,Street Fighter III: 3rd Strike,240.0,3,1
1523,2011-11-01,Super Street Fighter II Turbo,180.0,3,1
1524,2011-11-01,StarCraft: Brood War,140.0,6,2
1525,2011-11-01,Street Fighter IV,90.0,2,1
1526,2011-11-01,Ultimate Marvel vs. Capcom 3,45.0,2,1
1527,2011-12-01,StarCraft II,391685.35,172,64
1528,2011-12-01,Counter-Strike,64523.47,105,7
1529,2011-12-01,League of Legends,57086.98,112,22
1530,2011-12-01,Defense of the Ancients,52801.84,73,4
1531,2011-12-01,Heroes of Newerth,36000.0,20,1
1532,2011-12-01,CrossFire,34000.0,15,1
1533,2011-12-01,Counter-Strike: Source,32288.69,56,4
1534,2011-12-01,Dota 2,30000.0,35,2
1535,2011-12-01,WarCraft III,27902.68,10,5
1536,2011-12-01,World of WarCraft,24000.0,9,1
1537,2011-12-01,FIFA 11,21669.8,5,3
1538,2011-12-01,World of Tanks,18503.12,7,2
1539,2011-12-01,Tekken 6,14000.0,3,1
1540,2011-12-01,Call of Duty: Modern Warfare 3,6015.34,16,4
1541,2011-12-01,Age of Empires,3375.63,21,4
1542,2011-12-01,TrackMania Nations Forever,2544.16,4,1
1543,2011-12-01,TrackMania 2: Canyon,2302.66,3,1
1544,2011-12-01,Super Smash Bros. Melee,1180.0,15,4
1545,2011-12-01,Age of Empires II,1000.0,1,1
1546,2011-12-01,Quake Live,710.64,4,4
1547,2011-12-01,FIFA 12,394.74,3,3
1548,2011-12-01,StarCraft: Brood War,70.0,3,1
1549,2012-01-01,StarCraft II,89399.27,105,53
1550,2012-01-01,League of Legends,53334.98,117,22
1551,2012-01-01,Defense of the Ancients,52313.09,25,2
1552,2012-01-01,Counter-Strike,51938.7,75,4
1553,2012-01-01,Heroes of Newerth,34345.67,16,3
1554,2012-01-01,WarCraft III,14781.98,8,5
1555,2012-01-01,Super Smash Bros. Brawl,10286.0,21,5
1556,2012-01-01,Super Smash Bros. Melee,9466.0,27,4
1557,2012-01-01,Call of Duty: Modern Warfare 3,6216.2,28,3
1558,2012-01-01,Counter-Strike: Source,5306.69,30,2
1559,2012-01-01,Call of Duty 4: Modern Warfare,4467.43,13,2
1560,2012-01-01,TrackMania Nations Forever,3022.34,4,2
1561,2012-01-01,Halo: Reach,1267.9,8,3
1562,2012-01-01,Call of Duty 2,1014.32,10,1
1563,2012-01-01,FIFA 12,705.99,6,6
1564,2012-01-01,NHL 12,570.56,4,1
1565,2012-01-01,Tekken 6,570.56,2,1
1566,2012-01-01,Quake Live,515.53,1,4
1567,2012-01-01,Super Smash Bros.,400.0,7,2
1568,2012-01-01,TrackMania 2: Canyon,386.85,2,3
1569,2012-01-01,StarCraft: Brood War,280.0,8,4
1570,2012-01-01,Tekken Tag Tournament 2,250.0,4,2
1571,2012-01-01,Super Street Fighter IV Arcade Edition,190.19,2,1
1572,2012-02-01,StarCraft II,105998.99,115,69
1573,2012-02-01,League of Legends,42541.43,114,22
1574,2012-02-01,Call of Duty: Modern Warfare 3,25720.0,1,4
1575,2012-02-01,Counter-Strike: Source,24992.47,65,6
1576,2012-02-01,Counter-Strike,16477.27,89,6
1577,2012-02-01,Tekken 6,3971.22,3,1
1578,2012-02-01,Dota 2,2621.34,20,1
1579,2012-02-01,Call of Duty 4: Modern Warfare,2374.72,15,2
1580,2012-02-01,Halo: Reach,1840.41,12,1
1581,2012-02-01,Quake Live,1809.19,4,5
1582,2012-02-01,FIFA 12,860.41,6,5
1583,2012-02-01,Super Smash Bros. Melee,600.0,6,1
1584,2012-02-01,TrackMania 2: Canyon,529.48,1,4
1585,2012-02-01,WarCraft III,529.4,3,4
1586,2012-02-01,Super Street Fighter IV Arcade Edition,330.93,3,1
1587,2012-02-01,TrackMania Nations Forever,237.05,4,1
1588,2012-02-01,Forza Motorsport 4,132.37,2,1
1589,2012-02-01,NHL 12,132.37,2,1
1590,2012-03-01,StarCraft II,393265.76,175,70
1591,2012-03-01,Counter-Strike,140882.95,122,7
1592,2012-03-01,League of Legends,127157.99,127,25
1593,2012-03-01,Halo: Reach,56000.0,32,1
1594,2012-03-01,Dota 2,42028.2,77,13
1595,2012-03-01,Mortal Kombat 9,33400.0,8,1
1596,2012-03-01,Counter-Strike: Source,28430.64,68,4
1597,2012-03-01,Soul Calibur V,17200.0,12,2
1598,2012-03-01,BlazBlue: Continuum Shift II,16999.58,0,1
1599,2012-03-01,King of Fighters XIII,16700.0,16,2
1600,2012-03-01,Team Fortress 2,10080.0,12,1
1601,2012-03-01,Call of Duty: Modern Warfare 3,8444.16,43,2
1602,2012-03-01,Heroes of Newerth,3000.0,20,3
1603,2012-03-01,Quake Live,2527.63,4,6
1604,2012-03-01,StarCraft: Brood War,2309.37,3,1
1605,2012-03-01,Super Smash Bros. Melee,1704.0,8,2
1606,2012-03-01,WarCraft III,1636.16,18,6
1607,2012-03-01,Defense of the Ancients,1015.23,32,2
1608,2012-03-01,Super Street Fighter IV Arcade Edition,1000.0,8,1
1609,2012-03-01,Ultimate Marvel vs. Capcom 3,1000.0,8,1
1610,2012-03-01,Street Fighter X Tekken,835.0,16,4
1611,2012-03-01,FIFA 12,660.34,8,5
1612,2012-03-01,TrackMania 2: Canyon,528.32,2,4
1613,2012-03-01,TrackMania Nations Forever,396.39,2,1
1614,2012-03-01,Bloodline Champions,300.0,3,1
1615,2012-04-01,StarCraft II,292084.93,165,65
1616,2012-04-01,League of Legends,121742.9,188,36
1617,2012-04-01,Counter-Strike: Source,63967.08,104,5
1618,2012-04-01,Counter-Strike,60637.71,116,8
1619,2012-04-01,Call of Duty: Modern Warfare 3,33104.75,76,7
1620,2012-04-01,KartRider,26439.0,8,2
1621,2012-04-01,Dota 2,20354.04,64,6
1622,2012-04-01,Battlefield 3,18296.6,0,3
1623,2012-04-01,World of Tanks,15000.0,0,1
1624,2012-04-01,Point Blank,14000.0,20,1
1625,2012-04-01,Bloodline Champions,11150.0,21,2
1626,2012-04-01,Halo: Reach,5459.68,13,3
1627,2012-04-01,Age of Empires II,5300.0,3,2
1628,2012-04-01,Gears of War 3,4555.81,0,2
1629,2012-04-01,Mortal Kombat 9,3400.0,4,1
1630,2012-04-01,Soul Calibur V,3400.0,4,1
1631,2012-04-01,Team Fortress 2,2615.73,18,1
1632,2012-04-01,Heroes of Newerth,2300.0,16,4
1633,2012-04-01,Call of Duty 4: Modern Warfare,2288.77,0,1
1634,2012-04-01,StarCraft: Brood War,2206.73,4,4
1635,2012-04-01,FIFA 12,1441.52,15,8
1636,2012-04-01,Counter-Strike: Global Offensive,1309.33,5,1
1637,2012-04-01,Quake Live,1159.96,4,6
1638,2012-04-01,Super Smash Bros. Brawl,725.0,10,5
1639,2012-04-01,TrackMania 2: Canyon,658.3,3,5
